,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date,tag,ma20,dif,dea,macd,macdp,macdn
186,LVS,,40.48,,,,,,,,,,,策略3,37.7785,-0.21817025007707969,-0.7913838717406577,0.573213621663578,,
187,MT,,31.87,,,,,,,,,,,策略3,29.81500000000001,-0.4999823281697111,-0.8720758836401392,0.3720935554704281,,
188,PEG,,61.14,,,,,,,,,,,策略3,60.78550000000005,-0.649897498687686,-0.6921809371395118,0.042283438451825806,,
189,DHI,,87.1,,,,,,,,,,,策略3,85.61949999999999,-1.7251139343837423,-2.1474175379471143,0.42230360356337204,,
190,ANSS,,358.03,,,,,,,,,,,策略3,349.5865,-3.7149349995821126,-4.87221232927428,1.1572773296921675,,
191,TU,,22.62,,,,,,,,,,,策略3,22.220000000000002,-0.12678280188132973,-0.1758300789975421,0.04904727711621237,,
192,ARE,,200.73,,,,,,,,,,,策略3,194.57649999999992,-0.955781699408135,-1.824172720757333,0.8683910213491981,,
193,BILL,,298.88,,,,,,,,,,,策略3,275.8639999999999,6.658052997784807,5.581870044839114,1.0761829529456932,,
194,IWB,,249.44,,,,,,,,,,,策略3,246.0904999999998,-0.942289362613792,-1.3321172079218901,0.3898278453080981,,
195,ES,,87.6,,,,,,,,,,,策略3,83.92350000000003,-0.1578448221092117,-0.7618360009287434,0.6039911788195317,,
196,LI,,29.23,,,,,,,,,,,策略3,27.34050000000005,-0.0966645924367846,-0.4575533993116084,0.3608888068748238,,
197,NUE,,101.79,,,,,,,,,,,策略3,99.18450000000007,-2.2808410380948914,-3.024652066207222,0.7438110281123307,,
198,ANET,,392.61,,,,,,,,,,,策略3,359.676,5.417306817223448,0.6366376594055108,4.780669157817937,,
199,LEN,,98.15,,,,,,,,,,,策略3,96.09000000000012,-1.7202232828905295,-2.189998042058205,0.4697747591676755,,
200,PCAR,,86.35,,,,,,,,,,,策略3,81.57749999999996,0.6879021224367392,0.08577407247701235,0.6021280499597268,,
201,ORAN,,11.02,,,,,,,,,,,策略3,10.934000000000006,-0.0627393970840302,-0.08715960495491035,0.024420207870880145,,
202,TSN,,79.69,,,,,,,,,,,策略3,77.78499999999997,0.6571097190199708,0.4928420286035125,0.16426769041645833,,
203,AME,,128.06,,,,,,,,,,,策略3,126.52500000000005,-1.8260763670059248,-2.138967178048433,0.31289081104250815,,
204,APO,,67.71,,,,,,,,,,,策略3,62.52849999999999,1.5154776524326863,0.9670686890331771,0.5484089633995092,,
205,GMAB,,43.92,,,,,,,,,,,策略3,43.124999999999986,-0.4925212203942877,-0.6528908352025398,0.16036961480825207,,
206,VFC,,73.4,,,,,,,,,,,策略3,68.60499999999999,-0.30710745986162635,-1.2772374392861114,0.9701299794244851,,
207,SWK,,179.22,,,,,,,,,,,策略3,179.20949999999993,-3.478018990620825,-3.75848686685826,0.28046787623743485,,
208,OKE,,64.52,,,,,,,,,,,策略3,59.03349999999997,2.4290837531144405,2.0176374367425227,0.41144631637191775,,
209,WEC,,90.17,,,,,,,,,,,策略3,89.36850000000004,-1.1217433367377652,-1.3456212236688676,0.22387788693110244,,
210,WY,,37.73,,,,,,,,,,,策略3,36.45700000000001,0.45573449034065305,0.3231311438980106,0.13260334644264243,,
211,BKR,,26.73,,,,,,,,,,,策略3,24.8235,0.7526783035855971,0.6599795926871678,0.09269871089842929,,
212,BBY,,112.91,,,,,,,,,,,策略3,107.723,-0.3141565639843975,-1.1667807545264435,0.852624190542046,,
213,UPST,,370.33,,,,,,,,,,,策略3,316.9799999999999,22.153814763039122,20.884672249159788,1.2691425138793342,,
214,O,,69.28,,,,,,,,,,,策略3,67.13649999999996,-0.1786294705183451,-0.628993210121287,0.45036373960294185,,
215,LNG,,106.11,,,,,,,,,,,策略3,97.11199999999997,3.851798729777485,3.253676407916294,0.5981223218611911,,
216,GNRC,,432.93,,,,,,,,,,,策略3,421.0864999999999,-3.190857228234904,-4.4681716813642405,1.2773144531293363,,
217,SCHX,,107.31,,,,,,,,,,,策略3,105.86900000000007,-0.4083656741426154,-0.5800939651777801,0.17172829103516474,,
218,ALB,,229.99,,,,,,,,,,,策略3,220.56300000000016,-1.0560844151816582,-1.7087961202076538,0.6527117050259956,,
219,SPLK,,165.32,,,,,,,,,,,策略3,149.01449999999997,2.3502960308944125,0.25124457713443993,2.0990514537599725,,
220,FNV,,138.93,,,,,,,,,,,策略3,132.82300000000004,-1.4951921299493733,-2.9410988281244883,1.445906698175115,,
221,KSU,,291.77,,,,,,,,,,,策略3,277.941,1.593472203225474,-0.19971707227581298,1.793189275501287,,
222,ZI,,67.22,,,,,,,,,,,策略3,64.18350000000001,0.1886366383997924,-0.05437601534745842,0.2430126537472508,,
223,FTV,,72.07,,,,,,,,,,,策略3,71.75650000000002,-0.6922660120618502,-0.6974255830309166,0.005159570969066385,,
224,CS,,10.43,,,,,,,,,,,策略3,9.982999999999995,0.02765116326182948,-0.040948733215093756,0.06859989647692324,,
225,YUMC,,59.4,,,,,,,,,,,策略3,57.66550000000008,-0.10220783106222342,-0.3888984577877682,0.2866906267255448,,
226,MDY,,499.76,,,,,,,,,,,策略3,488.53499999999985,0.1983145160019717,-0.9678632944352894,1.166177810437261,,
227,ALNY,,208.38,,,,,,,,,,,策略3,193.50049999999993,4.126482980411538,2.270653691317345,1.855829289094193,,
228,LEN.B,,80.29,,,,,,,,,,,策略3,79.32500000000005,-1.4873023227868174,-1.7574120255779215,0.27010970279110413,,
229,NTRS,,119.59,,,,,,,,,,,策略3,111.03049999999996,1.0861093274766915,-0.07927046736108623,1.1653797948377778,,
230,EXR,,183.36,,,,,,,,,,,策略3,174.83650000000006,-0.7793861872804655,-1.9845851753896917,1.2051989881092262,,
231,Z,,95.89,,,,,,,,,,,策略3,91.41099999999989,-0.6697260975105195,-1.6758403149200078,1.0061142174094884,,
232,WMG,,47.09,,,,,,,,,,,策略3,44.16149999999998,1.7910134739714678,1.65319791830335,0.13781555566811776,,
233,ZG,,95.5,,,,,,,,,,,策略3,91.55599999999998,-0.8854384462406699,-1.816832733984444,0.931394287743774,,
234,RCI,,48.59,,,,,,,,,,,策略3,46.964,-0.3453763418896614,-0.6081893973379904,0.262813055448329,,
235,INVH,,40.25,,,,,,,,,,,策略3,39.326999999999984,-0.24435747972393784,-0.3793410324517906,0.13498355272785278,,
236,BIP,,57.29,,,,,,,,,,,策略3,56.01400000000001,0.10248555260862702,0.039951440381283086,0.06253411222734392,,
237,SCHF,,39.38,,,,,,,,,,,策略3,39.102,-0.27658684981802395,-0.32276067219673843,0.04617382237871448,,
238,VRSN,,214.13,,,,,,,,,,,策略3,210.16749999999993,-2.1288162873857175,-2.597969044304997,0.4691527569192795,,
239,VGK,,67.56,,,,,,,,,,,策略3,66.77400000000003,-0.5795550899287605,-0.7353739228413156,0.15581883291255516,,
240,MGM,,48.28,,,,,,,,,,,策略3,44.39500000000001,1.4602635338977947,1.0950704518647383,0.36519308203305645,,
241,HRL,,42.77,,,,,,,,,,,策略3,41.50449999999999,-0.29260085565577043,-0.6210480934534391,0.3284472377976687,,
242,MAA,,198.2,,,,,,,,,,,策略3,190.49849999999995,1.3954669200415708,0.5595936574521028,0.835873262589468,,
243,TIP,,128.67,,,,,,,,,,,策略3,128.12100000000004,-0.17421142744072426,-0.28055956085404726,0.106348133413323,,
244,DOV,,161.5,,,,,,,,,,,策略3,159.8385000000001,-2.5520868322135186,-2.8817869371294464,0.3297001049159278,,
245,VMC,,174.88,,,,,,,,,,,策略3,173.55300000000008,-1.5681984461478748,-1.7311111191087538,0.16291267296087897,,
246,VV,,207.23,,,,,,,,,,,策略3,204.8820000000003,-0.8847761521677739,-1.14007110683341,0.255294954665636,,
247,SUI,,194.92,,,,,,,,,,,策略3,191.04950000000002,-1.3239499812623023,-2.034343950790568,0.7103939695282655,,
248,VOT,,246.79,,,,,,,,,,,策略3,242.11200000000002,-0.7039712732978956,-1.1782492933336264,0.47427802003573083,,
249,SDY,,121.87,,,,,,,,,,,策略3,119.388,-0.30827767872892764,-0.6976087649911773,0.38933108626224966,,
250,DTE,,114.72,,,,,,,,,,,策略3,113.63300000000007,-1.0607640277297605,-1.3916973889439734,0.3309333612142129,,
251,ARES,,77.59,,,,,,,,,,,策略3,76.28799999999998,0.35464749282586183,0.2531874674603477,0.10146002536551413,,
252,GWW,,424.5,,,,,,,,,,,策略3,409.4355000000002,-0.7065193502279499,-3.9762704116743715,3.2697510614464216,,
253,STE,,223.79,,,,,,,,,,,策略3,215.86099999999988,1.503890584858084,0.5076505818015855,0.9962400030564984,,
254,PPL,,28.68,,,,,,,,,,,策略3,28.424499999999984,-0.18302284140284542,-0.2297895454482195,0.046766704045374086,,
255,GIB,,90.3,,,,,,,,,,,策略3,87.78799999999998,-0.32904852811068963,-0.6963870970787529,0.3673385689680633,,
256,MLM,,360.63,,,,,,,,,,,策略3,352.0954999999998,-2.7465261439035658,-3.7191409637401547,0.9726148198365889,,
257,RPRX,,36.99,,,,,,,,,,,策略3,36.38099999999999,-0.5464516908076718,-0.6693289188248088,0.12287722801713707,,
258,RNG,,238.68,,,,,,,,,,,策略3,223.63749999999976,-2.713524468264609,-5.863626850924707,3.150102382660098,,
259,VTR,,56.25,,,,,,,,,,,策略3,55.802499999999974,-0.3418217147679812,-0.3534451824787408,0.011623467710759616,,
260,ESS,,335.7,,,,,,,,,,,策略3,326.7174999999999,1.876960254376172,0.9732982867947164,0.9036619675814557,,
261,TDOC,,139.04,,,,,,,,,,,策略3,133.67950000000008,-2.114716208512249,-3.1243577128509115,1.0096415043386626,,
262,RSP,,154.92,,,,,,,,,,,策略3,152.4495,-0.16500911581070454,-0.40922922919914945,0.2442201133884449,,
263,IP,,55.95,,,,,,,,,,,策略3,55.642499999999984,-0.7565742951505925,-0.933670897404997,0.1770966022544045,,
264,DT,,77.19,,,,,,,,,,,策略3,72.02500000000003,1.6987351801159178,1.3855438251862424,0.3131913549296754,,
265,ULTA,,404.8,,,,,,,,,,,策略3,378.09850000000006,4.788184490430865,2.1029680758632314,2.6852164145676336,,
266,FTS,,45.9,,,,,,,,,,,策略3,44.846000000000004,-0.07784512596841608,-0.22460745496044093,0.14676232899202485,,
267,AEE,,83.59,,,,,,,,,,,策略3,82.8355,-0.9454029622204132,-1.1247066204418552,0.179303658221442,,
268,IXUS,,72.43,,,,,,,,,,,策略3,71.63900000000002,-0.3918310114525667,-0.5177974460155396,0.12596643456297285,,
269,QUAL,,136.02,,,,,,,,,,,策略3,134.231,-1.0137741093265333,-1.3229971131467746,0.30922300382024126,,
270,PCG,,10.76,,,,,,,,,,,策略3,10.026500000000002,0.285278594595443,0.22716857098042637,0.05811002361501666,,
271,PODD,,302.74,,,,,,,,,,,策略3,289.3185,1.8682691552202186,-0.094829516567214,1.9630986717874326,,
272,FMS,,35.48,,,,,,,,,,,策略3,35.347000000000016,-0.7547563570108764,-0.9077396476948437,0.15298329068396732,,
273,CQP,,43.2,,,,,,,,,,,策略3,40.92000000000001,0.352786676070842,0.06453625064531471,0.2882504254255273,,
274,DVY,,118.69,,,,,,,,,,,策略3,116.67849999999991,0.06378864102552484,-0.138723653247806,0.20251229427333084,,
275,CHD,,83.43,,,,,,,,,,,策略3,83.20049999999996,-0.2628214190075795,-0.33526269084582305,0.07244127183824356,,
276,AGR,,53.07,,,,,,,,,,,策略3,50.973500000000044,-0.18825778862129283,-0.5881295308728075,0.3998717422515147,,
277,BR,,176.17,,,,,,,,,,,策略3,168.60700000000003,0.5101141992179521,-0.4504070197324411,0.9605212189503932,,
278,IVE,,149.75,,,,,,,,,,,策略3,148.13950000000006,-0.24184392937297616,-0.38966376675044634,0.14781983737747018,,
279,TYL,,499.01,,,,,,,,,,,策略3,471.30150000000003,2.4516933988358005,-0.7950899311198242,3.246783329955625,,
280,DRE,,52.86,,,,,,,,,,,策略3,50.072999999999986,0.2200461455338214,-0.1965670603200601,0.4166132058538815,,
281,TDY,,428.9,,,,,,,,,,,策略3,427.5665000000002,-4.2627732332715595,-4.680479075138391,0.41770584186683113,,
282,UI,,320.51,,,,,,,,,,,策略3,307.43050000000005,0.31736656851956013,-1.2626782016208307,1.5800447701403908,,
283,TW,,83.42,,,,,,,,,,,策略3,82.71699999999998,-0.6097672852069991,-0.9285375706286365,0.31877028542163743,,
284,CINF,,118.75,,,,,,,,,,,策略3,116.41400000000002,-0.08842119140534521,-0.5351649909381353,0.4467437995327901,,
285,VICI,,30.02,,,,,,,,,,,策略3,29.584500000000013,-0.17085876600649286,-0.26178197537304965,0.09092320936655679,,
286,COUP,,259.09,,,,,,,,,,,策略3,233.39499999999984,-0.0008820386581191997,-2.7470033790139032,2.746121340355784,,
287,PBA,,34.3,,,,,,,,,,,策略3,31.758999999999993,0.4828714153399467,0.20172072761502113,0.2811506877249256,,
288,WAB,,91.11,,,,,,,,,,,策略3,88.78150000000007,0.5286418707984097,0.40136216768979116,0.12727970310861858,,
289,EXAS,,99.11,,,,,,,,,,,策略3,97.01849999999999,-1.512759713395937,-2.103967488356736,0.5912077749607989,,
290,BPYPP,,25.47,,,,,,,,,,,策略3,25.20350000000001,-0.08528042775864719,-0.13229502889786188,0.047014601139214685,,
291,ACGL,,42.74,,,,,,,,,,,策略3,39.59549999999999,0.49196157971864096,0.06811017375324943,0.4238514059653915,,
292,VTRS,,13.66,,,,,,,,,,,策略3,13.523,-0.13978716423488713,-0.17373161887554947,0.03394445464066234,,
293,HEI.A,,122.39,,,,,,,,,,,策略3,119.61549999999995,1.0849976002190402,1.0707003251941527,0.014297275024887535,,
294,UDR,,54.98,,,,,,,,,,,策略3,53.49750000000002,0.15048296990057253,0.015990681481055525,0.134492288419517,,
295,MOH,,282.36,,,,,,,,,,,策略3,277.20349999999985,2.803756088264379,2.6357746540198153,0.16798143424456358,,
296,CHKP,,122.44,,,,,,,,,,,策略3,116.26899999999993,-0.017627936673633826,-1.135026560880029,1.1173986242063951,,
297,ACWI,,102.72,,,,,,,,,,,策略3,101.38100000000006,-0.3967547222363095,-0.5722710910282901,0.17551636879198063,,
298,TXT,,73.02,,,,,,,,,,,策略3,71.00800000000001,0.3232739268479605,0.17324011195132322,0.1500338148966373,,
299,AES,,24.21,,,,,,,,,,,策略3,23.621000000000016,0.009785897249344089,-0.1161776735072991,0.1259635707566432,,
300,OMC,,76.4,,,,,,,,,,,策略3,74.13449999999997,0.49640283028041665,0.36632412652467583,0.13007870375574082,,
301,VEDL,,17.6,,,,,,,,,,,策略3,15.884500000000012,0.16935336415582114,-0.041417797607563436,0.21077116176338456,,
302,CPT,,158.11,,,,,,,,,,,策略3,151.0220000000001,1.7048545299323337,1.0241908956362271,0.6806636342961065,,
303,LKQ,,54.26,,,,,,,,,,,策略3,51.58649999999999,0.5442434652349775,0.2412317762735347,0.30301168896144276,,
304,S,,60.27,,,,,,,,,,,策略3,57.704499999999996,-1.0023602801788485,-1.2565510052866737,0.25419072510782525,,
305,ESTC,,173.06,,,,,,,,,,,策略3,157.89800000000008,1.48231765920886,-0.5576403966324662,2.039958055841326,,
306,FDS,,413.11,,,,,,,,,,,策略3,390.44499999999994,9.100769291627671,7.141441235152116,1.959328056475555,,
307,ELS,,84.05,,,,,,,,,,,策略3,80.8755,0.04557745211958775,-0.556282302781757,0.6018597549013448,,
308,CNP,,26.45,,,,,,,,,,,策略3,25.295499999999997,0.13502554185785343,-0.009708977346396329,0.14473451920424976,,
309,MASI,,283.01,,,,,,,,,,,策略3,273.92600000000004,0.6579264784120369,-0.21632811464674556,0.8742545930587824,,
310,ABMD,,342.57,,,,,,,,,,,策略3,337.4215,-3.192152397094958,-4.085054142705813,0.892901745610855,,
311,ELAN,,32.49,,,,,,,,,,,策略3,32.39050000000002,-0.09986138629368213,-0.12053785498838968,0.020676468694707545,,
312,ACGLO,,26.03,,,,,,,,,,,策略3,25.90499999999999,-0.08614219087784747,-0.1162101201019698,0.030067929224122325,,
313,SOFI,,19.49,,,,,,,,,,,策略3,16.861,0.7987039254663557,0.49689760930578347,0.30180631616057224,,
314,TECK,,28.41,,,,,,,,,,,策略3,25.60100000000002,1.0671745904060437,0.7914669442791527,0.275707646126891,,
315,WPC,,77.72,,,,,,,,,,,策略3,75.33750000000003,-0.1518339035711307,-0.5552648616089215,0.40343095803779083,,
316,ZEN,,125.0,,,,,,,,,,,策略3,118.07099999999994,-1.3892870449862187,-2.3852862803072514,0.9959992353210327,,
317,EVRG,,63.6,,,,,,,,,,,策略3,62.92249999999996,-0.8399465637862562,-1.018158577386526,0.17821201360026984,,
318,IWS,,117.95,,,,,,,,,,,策略3,115.30699999999999,0.13031053647070223,-0.15458799818349117,0.2848985346541934,,
319,ATH,,76.11,,,,,,,,,,,策略3,70.13800000000003,1.8451025974110422,1.256016962992349,0.5890856344186932,,
320,SCHG,,152.94,,,,,,,,,,,策略3,150.92699999999996,-0.8586015888696181,-1.0841240330246236,0.22552244415500544,,
321,PTC,,123.5,,,,,,,,,,,策略3,120.76299999999995,-1.8989838441982272,-2.456007711986634,0.557023867788407,,
322,EMN,,107.06,,,,,,,,,,,策略3,103.23600000000002,-0.7616115054673003,-1.404376027372395,0.6427645219050948,,
323,BMRN,,77.73,,,,,,,,,,,策略3,77.696,-0.25528490662931347,-0.327720212193034,0.07243530556372052,,
324,GME,,185.76,,,,,,,,,,,策略3,181.78749999999982,-3.0241203869002504,-3.6549058631463165,0.6307854762460661,,
325,MAS,,58.24,,,,,,,,,,,策略3,56.4265,-0.436511359480555,-0.764646247486161,0.328134888005606,,
326,AEM,,58.03,,,,,,,,,,,策略3,52.83999999999999,0.12253135375284785,-0.778126123373944,0.9006574771267919,,
327,LDOS,,99.23,,,,,,,,,,,策略3,96.05549999999995,0.5597321713303813,0.15226084583930954,0.4074713254910718,,
328,KIM,,22.49,,,,,,,,,,,策略3,21.717000000000006,0.14822840406002413,0.057499447407713386,0.09072895665231075,,
329,UHAL,,703.36,,,,,,,,,,,策略3,667.9439999999997,12.806255092635183,9.009077467849274,3.7971776247859097,,
330,FNF,,48.78,,,,,,,,,,,策略3,46.1995,0.24744226061998376,-0.08392013323400484,0.3313623938539886,,
331,WRB,,77.46,,,,,,,,,,,策略3,74.43749999999999,0.9170458442684151,0.5617765844432412,0.3552692598251739,,
332,OTEX,,50.13,,,,,,,,,,,策略3,49.764999999999965,-0.8395693005005995,-0.967351501596207,0.12778220109560745,,
333,CCK,,104.12,,,,,,,,,,,策略3,102.92700000000009,-0.8895316185031845,-1.1159476989853552,0.22641608048217066,,
334,CBOE,,125.9,,,,,,,,,,,策略3,124.02250000000008,0.3176489306801784,0.08372933065264238,0.23391960002753603,,
335,AAP,,215.27,,,,,,,,,,,策略3,211.39149999999987,1.6324430240827326,1.5524029563536632,0.08004006772906935,,
336,IAC,,150.75,,,,,,,,,,,策略3,135.7495,3.16272369680388,1.3058984964807439,1.8568252003231362,,
337,EQH,,32.44,,,,,,,,,,,策略3,30.266999999999985,0.4961292531174415,0.20870088317140711,0.2874283699460344,,
338,IWO,,301.75,,,,,,,,,,,策略3,297.8985000000002,-1.0783703707880932,-1.356988646617596,0.2786182758295028,,
339,ENIA,,6.11,,,,,,,,,,,策略3,6.076499999999994,-0.11929154089980987,-0.1557819310721328,0.036490390172322945,,
340,MTUM,,181.51,,,,,,,,,,,策略3,178.763,-0.2551563094893652,-0.4430423436774188,0.1878860341880536,,
341,FBHS,,95.2,,,,,,,,,,,策略3,92.75050000000002,-0.6516260226379273,-1.0837400453373849,0.43211402269945753,,
342,AMH,,39.68,,,,,,,,,,,策略3,39.00900000000001,-0.41020955722689223,-0.5604171973471088,0.1502076401202166,,
343,TAP.A,,61.8,,,,,,,,,,,策略3,57.53999999999998,-0.4365650012607034,-0.897372619146893,0.4608076178861896,,
344,IWN,,166.03,,,,,,,,,,,策略3,161.9685000000001,0.8990174851844017,0.5428546738649124,0.35616281131948935,,
345,IRM,,44.77,,,,,,,,,,,策略3,44.02350000000001,-0.5537335155420848,-0.6026606270892296,0.0489271115471448,,
346,FWONK,,54.64,,,,,,,,,,,策略3,51.91200000000001,1.112959296722984,0.9313848701321341,0.18157442659084988,,
347,STLD,,61.92,,,,,,,,,,,策略3,59.64899999999996,-0.81312469323953,-1.367818290702926,0.554693597463396,,
348,VOE,,145.2,,,,,,,,,,,策略3,141.99850000000004,0.19633426495346384,-0.11706472404712262,0.3133989890005865,,
349,IHG,,68.41,,,,,,,,,,,策略3,66.25999999999996,0.9291379774212203,0.7809218703833425,0.1482161070378778,,
350,MHK,,185.84,,,,,,,,,,,策略3,181.7705000000002,-2.720061073844903,-3.5164345192175555,0.7963734453726525,,
351,PHM,,49.02,,,,,,,,,,,策略3,47.41249999999998,-0.6146849056537462,-1.009021424150601,0.3943365184968548,,
352,TRGP,,55.36,,,,,,,,,,,策略3,50.07749999999999,2.446895984185538,2.0929732435620974,0.35392274062344065,,
353,SCHA,,103.34,,,,,,,,,,,策略3,101.52950000000003,0.016146762164140682,-0.12799914920724953,0.1441459113713902,,
354,DGRO,,51.66,,,,,,,,,,,策略3,51.0475,-0.18879225838190195,-0.2722444717066676,0.08345221332476566,,
355,FWONA,,49.94,,,,,,,,,,,策略3,47.6275,1.1275721513379153,1.0381791002214622,0.08939305111645313,,
356,JKHY,,167.05,,,,,,,,,,,策略3,166.4395,-1.6699255028576374,-1.9392831651331115,0.2693576622754741,,
357,PCOR,,94.56,,,,,,,,,,,策略3,91.35749999999993,-0.18670592848187084,-0.5224625669126582,0.3357566384307874,,
358,HAS,,91.42,,,,,,,,,,,策略3,91.13999999999996,-2.0228687265047967,-2.1822570015782956,0.15938827507349895,,
359,KL,,46.3,,,,,,,,,,,策略3,42.667000000000016,1.0023890874213919,0.6366532618214865,0.36573582559990536,,
360,MPW,,20.55,,,,,,,,,,,策略3,20.2785,-0.11147696449618039,-0.13358127138297146,0.022104306886791075,,
361,CNA,,45.15,,,,,,,,,,,策略3,43.102,0.4397841694634934,0.13544922865961723,0.3043349408038762,,
362,ATO,,93.6,,,,,,,,,,,策略3,89.36699999999999,-0.650638674258488,-1.406018682753987,0.7553800084954989,,
363,CHRW,,92.94,,,,,,,,,,,策略3,88.77449999999996,0.5929729807291864,-0.005567487418725148,0.5985404681479115,,
364,LAMR,,119.34,,,,,,,,,,,策略3,116.25149999999996,1.6392354254848698,1.523722424011025,0.1155130014738448,,
365,FFIV,,203.29,,,,,,,,,,,策略3,200.8619999999999,-0.5614457385049718,-0.6495731759012882,0.08812743739631634,,
366,REG,,70.25,,,,,,,,,,,策略3,68.84050000000005,0.6412980301868316,0.570419496030441,0.07087853415639067,,
367,RHI,,107.56,,,,,,,,,,,策略3,103.79250000000006,1.4542239472857403,1.1307003189133673,0.32352362837237303,,
368,DAR,,73.74,,,,,,,,,,,策略3,72.97249999999998,-0.13190567442985923,-0.173361450705166,0.04145577627530678,,
369,PENN,,76.26,,,,,,,,,,,策略3,74.46500000000007,-0.4262885485170642,-0.47431901574356566,0.04803046722650145,,
370,BLDR,,56.99,,,,,,,,,,,策略3,54.00949999999997,1.0129199927439174,0.777727745752315,0.23519224699160246,,
371,GDDY,,70.59,,,,,,,,,,,策略3,70.36749999999995,-1.1636454060553376,-1.237459251739502,0.07381384568416438,,
372,AXON,,179.65,,,,,,,,,,,策略3,173.2965000000001,-1.8494542004708876,-2.726609091910836,0.8771548914399485,,
373,MORN,,270.57,,,,,,,,,,,策略3,269.0555,-0.1848798289347542,-0.32039555008903886,0.13551572115428467,,
374,DBX,,29.61,,,,,,,,,,,策略3,29.550000000000022,-0.5605903448380936,-0.604352820470935,0.04376247563284141,,
375,SNA,,217.93,,,,,,,,,,,策略3,213.92950000000013,-1.1357869425809213,-1.761625585263351,0.6258386426824296,,
