,symbol,open_alias,close,high,low,change,chg,volume,mktcap
313,rok,300.3800,298.6900,304.5500,298.5800,-0.88,-2.6400,347714,34655722904
314,csgp,87.0300,86.5300,87.5800,86.4400,-0.40,-0.3500,744944,34175468956
315,bgne,359.8000,363.5300,366.8200,356.0000,0.08,0.2900,185759,33927520932
316,xel,62.4700,62.4400,63.0300,61.6100,-1.20,-0.7600,5239550,33619984488
317,itot,100.1700,99.5700,100.8300,99.5500,-0.65,-0.6500,1234027,33466879045
318,cmi,237.1000,232.4400,237.7600,232.2900,-1.51,-3.5600,978958,33380048735
319,wcn,128.2800,127.9700,129.2100,127.9700,-0.31,-0.4000,334785,33338488843
320,vrsk,207.2200,206.5300,208.6200,206.4400,-0.45,-0.9400,241971,33323712362
321,stt,91.2900,90.9700,92.6500,90.7800,-0.25,-0.2300,1884965,33261072179
322,odfl,288.9700,286.9500,289.9300,286.6600,-0.25,-0.7200,278002,33231703316
323,ndaq,196.5900,197.6800,202.5000,196.2600,0.14,0.2800,868902,33052855486
324,cprt,140.1300,138.7600,141.0300,138.7200,-1.17,-1.6400,535107,32900068016
325,eem,51.0700,50.7200,51.2300,50.7000,-0.20,-0.1000,26808177,32879551725
326,pins,51.3500,50.9300,51.8700,50.8200,-1.37,-0.7100,4632998,32830946108
327,bbdo,3.3700,3.3800,3.3800,3.2200,1.65,0.0550,29725,32819232403
328,gold,18.6100,18.4400,18.7300,18.3500,-0.43,-0.0800,9293480,32809229966
329,cbre,97.2300,97.6900,98.6000,96.9500,0.61,0.5900,935508,32798089013
330,nok,5.7800,5.8000,5.8500,5.7600,0.00,0.0000,12405138,32746875661
331,epam,581.4600,576.4900,584.5100,575.8800,-1.74,-10.2300,186793,32646896191
332,lyb,99.1500,97.4100,99.6900,97.1100,-0.55,-0.5400,1339055,32585141996
333,app,85.1900,87.4100,88.1700,84.3400,1.24,1.0700,1362320,32547099077
334,ajg,155.9600,156.9200,158.2200,155.5200,0.81,1.2600,1087612,32443209999
335,slf,55.2200,54.9500,55.4100,54.8900,0.02,0.0100,289552,32186816827
336,ec,15.7700,15.6400,15.9100,15.6200,0.97,0.1500,482202,32153255239
337,hubs,675.0000,682.7200,696.6200,671.4000,0.42,2.8500,440753,32091498696
338,xpev,38.0000,37.4200,38.4300,37.3500,-0.64,-0.2400,4319034,32021826985
339,hpq,27.9700,27.6800,28.1000,27.5900,-0.75,-0.2100,7319429,31901719000
340,amlp,35.3100,35.2300,35.6900,35.1700,0.54,0.1900,2073648,31830588213
341,vlo,80.0000,77.8000,80.1900,77.7700,-1.02,-0.8000,4028870,31806462854
342,amp,278.8300,277.2300,284.0900,277.1800,-0.67,-1.8700,400160,31533786114
343,glw,37.1500,36.9200,37.6100,36.8900,-0.65,-0.2400,4984947,31530866202
344,mtd,1379.1600,1361.4300,1382.2800,1357.8750,-1.72,-23.8700,61251,31472091539
345,efx,257.5900,257.6100,261.4450,257.2400,-0.41,-1.0700,324842,31386500927
346,wltw,243.1700,242.6600,244.4700,240.4900,-0.09,-0.2300,873835,31313269113
347,avb,224.4900,223.8100,225.1400,221.6700,-0.02,-0.0400,293428,31247627950
348,mck,200.6500,201.7800,204.2300,200.4100,0.79,1.5800,396337,31210234936
349,oxy,34.2200,33.3900,34.5700,33.2300,-0.71,-0.2400,21394944,31177399529
350,ctva,42.9300,42.4600,43.3900,42.4200,-0.75,-0.3200,1257664,31173495100
351,mplx,29.8800,30.3100,30.5500,29.8500,2.02,0.6000,1820713,30985914363
352,eqr,83.1400,82.7400,83.3100,81.7300,0.01,0.0100,1225532,30982600063
353,ferg,139.8900,139.4600,140.5200,139.4175,-2.06,-2.9400,12060,30968489970
354,cht,39.6500,39.6200,39.6850,39.5600,0.20,0.0800,80377,30735005013
355,awk,170.1000,168.8600,170.9300,168.3800,-1.15,-1.9700,745918,30647367279
356,luv,51.9900,51.6700,53.3300,51.6000,-4.17,-2.2500,15630838,30570274260
357,lbrdk,168.1900,166.5100,168.8200,166.2300,-1.18,-1.9900,711501,30275091970
358,payc,501.1400,501.7000,508.7500,501.1400,-0.67,-3.3600,170781,30149356968
359,lbrda,165.0300,163.4100,166.5200,163.4100,-1.25,-2.0700,134809,30085854346
360,tu,22.1300,22.1000,22.2750,22.1000,-0.18,-0.0400,391736,30078099447
361,ibkr,71.8700,71.9100,72.2500,71.5550,0.35,0.2500,628527,30060086999
362,rkt,15.0000,15.1200,15.2600,14.9400,0.80,0.1200,3448066,30047758135
363,vcit,93.6300,93.6000,93.7100,93.5400,-0.20,-0.1900,1106962,30039669410
364,fitb,44.3500,43.4900,44.4900,43.4800,-1.05,-0.4600,3341922,30039337692
365,zbh,146.3700,143.7900,148.0200,143.7600,-1.95,-2.8600,792555,30029174919
366,anss,345.3400,344.1100,349.1400,342.7700,-0.45,-1.5600,168063,30024465689
367,fast,52.6000,52.2300,53.3100,52.1800,-0.93,-0.4900,3727547,30018638496
368,peg,59.8800,59.2800,59.9200,58.9700,-1.02,-0.6100,1381633,29970608828
369,lvs,38.2300,39.0900,39.9900,38.2000,2.28,0.8700,10367944,29864359405
370,wst,404.5000,403.5700,412.8900,402.1900,-0.88,-3.5700,279392,29855740140
371,dhi,83.2300,83.2900,84.2050,83.1000,-0.14,-0.1200,1994198,29834014574
372,keys,161.1400,161.6800,163.5600,161.0100,-0.05,-0.0800,706850,29780785028
373,iwb,246.2800,244.7100,247.8200,244.7000,-0.73,-1.7900,418693,29716557065
374,bll,91.2300,90.9400,91.9000,90.9400,-0.50,-0.4600,1076419,29701941045
375,fmx,83.1400,82.5400,83.5200,82.4800,-0.53,-0.4400,159440,29534679962
376,grmn,155.0000,153.5600,155.7750,153.2900,-1.22,-1.9000,543657,29532945282
377,sgen,162.1400,162.1500,164.4100,161.0000,0.18,0.2900,624509,29500679175
378,vcsh,82.1727,82.1000,82.1727,82.0700,-0.09,-0.0700,1112158,29479278781
379,kr,39.4300,39.5800,40.0300,39.2750,0.28,0.1100,4855070,29433211394
380,mt,30.2800,29.8500,30.5800,29.8000,3.18,0.9200,3805474,29336871694
381,are,191.4900,191.8600,192.7600,189.8000,-0.30,-0.5800,584831,29232364988
382,li,28.5500,28.2200,29.0000,28.0900,-0.95,-0.2700,3842822,29147244435
383,pcar,84.7900,83.8000,84.9400,83.6400,-1.13,-0.9600,1547549,29093130249
384,oran,10.9500,10.9100,10.9700,10.9000,-0.37,-0.0400,521942,29013330492
385,es,85.2800,84.3300,85.4100,84.1600,-1.26,-1.0800,1163093,28979435694
386,anet,373.0000,377.5900,379.1700,371.8200,1.52,5.6700,349323,28967433454
387,nue,99.9500,98.6200,101.8899,98.5600,0.66,0.6500,2378276,28964155041
388,len,93.7600,93.5000,94.6400,93.3300,-0.37,-0.3500,1485256,28935754298
389,ame,126.2100,124.4600,127.0000,124.4400,-1.37,-1.7300,816333,28775851340
390,tsn,78.8100,78.3400,79.6000,78.3000,-0.29,-0.2300,1269289,28580475107
391,swk,177.5400,174.7900,178.1900,174.6400,-1.40,-2.4900,495362,28484140215
392,apo,65.6800,65.4200,66.8100,65.4100,0.09,0.0600,1734261,28320317411
393,syf,50.1400,49.0600,50.7800,49.0200,-1.78,-0.8900,3353627,27949438630
394,wy,36.4500,37.2600,37.3800,36.4000,2.76,1.0000,3777848,27936951840
395,yndx,78.9500,77.9000,80.1200,77.7600,-2.17,-1.7300,903454,27840682012
396,hes,90.8400,89.8500,92.4100,88.6300,0.79,0.7000,2956414,27824115006
397,dal,42.9900,43.1900,43.9350,42.7200,-0.44,-0.1900,9085623,27637924012
398,gmab,42.2000,42.0100,42.6500,41.9800,-2.07,-0.8900,312281,27592623388
399,oke,62.3200,61.9000,62.7800,61.6200,0.44,0.2700,1885348,27586411009
400,bill,271.6000,270.6000,281.6250,266.2101,-1.36,-3.7300,857498,27562233870
401,wec,88.5400,87.3300,88.7900,87.1700,-1.67,-1.4800,879375,27546898028
402,hbann,25.1310,25.1124,25.1310,25.1000,-0.08,-0.0196,996,27373017444
403,viaca,42.5000,42.2500,42.6950,42.0700,-1.05,-0.4500,27272,27315512630
404,vfc,68.1900,69.3700,70.6700,68.1900,2.01,1.3700,4323937,27237341971
405,db,13.3200,13.1600,13.3799,13.1600,-0.45,-0.0600,3309003,27158730267
406,bili,73.2000,70.5600,73.2000,70.4600,-0.56,-0.4000,2276821,27120605863
407,ccl,23.7100,23.8800,24.4400,23.4200,0.21,0.0500,26631063,27106956577
408,et,10.0800,9.9300,10.1300,9.8200,-0.10,-0.0100,13947401,26859358027
409,bby,107.6500,108.8800,109.8600,107.2550,1.52,1.6300,1790474,26780584273
410,dvn,40.6600,39.4500,40.8628,39.2500,-1.03,-0.4100,10102066,26707650000
411,bkr,25.4200,25.4500,26.0400,25.2800,0.83,0.2100,8780294,26531981885
412,lh,277.5100,274.2200,278.0500,273.4900,-1.48,-4.1200,409341,26509232130
413,tlk,26.6400,26.7200,26.8200,26.5600,0.72,0.1900,108180,26469424275
414,o,67.2300,67.7600,67.7900,67.0200,0.83,0.5600,2513523,26384950259
415,umc,10.7100,10.6100,10.8300,10.6000,-1.30,-0.1400,5837478,26361606000
416,zbra,497.2600,493.1300,501.7300,491.9884,-1.12,-5.6000,244858,26334605116
417,swks,160.6600,159.4600,162.3000,159.3800,-0.87,-1.4000,979006,26334010697
418,schx,105.9100,105.3100,106.6200,105.2800,-0.72,-0.7600,389993,26305760014
419,ed,75.6800,73.9200,76.5500,73.9100,0.61,0.4500,7765646,26121983247
420,ryaay,116.5700,115.3700,116.7216,115.1000,-0.37,-0.4300,175036,26044778076
421,tef,4.6600,4.6100,4.6600,4.6050,-1.28,-0.0600,720978,25991409665
422,zto,31.9300,31.3300,32.2000,31.3300,-1.20,-0.3800,1717624,25913904825
423,gnrc,405.8300,409.5700,417.9906,405.0600,0.69,2.7900,386720,25852340593
424,tost,51.7900,51.3600,52.3445,50.2000,-0.89,-0.4600,1174139,25813204984
425,lng,100.7700,101.6300,102.5600,100.3993,1.97,1.9600,1120386,25774071076
426,ksu,286.1300,283.0000,286.3600,282.6000,-0.87,-2.4700,731272,25746372140
427,chwy,62.3200,61.4600,62.6500,61.4000,-1.82,-1.1400,3067397,25675731926
428,hznp,113.8100,113.2200,115.1306,113.0401,-0.47,-0.5400,490402,25575647917
429,fnv,136.2800,133.7600,136.3300,133.0900,-1.33,-1.8000,603047,25562290941
430,viac,39.8500,39.3700,40.0550,39.3200,-1.11,-0.4400,6762513,25453532124
431,abc,119.7200,122.4000,123.7500,119.5250,2.54,3.0300,1414644,25433142998
432,expe,170.3600,168.5100,171.7900,168.4200,-0.86,-1.4700,850691,25414645003
433,caj,24.3600,24.2200,24.5050,24.2200,0.58,0.1400,182508,25328662362
434,ftv,71.0900,70.4700,71.5700,70.4500,-0.41,-0.2900,1544692,25255807004
435,cuk,21.5900,21.6700,22.2000,21.3800,-0.09,-0.0200,1283307,25241002008
436,it,302.5900,301.4800,305.1300,301.2550,-0.86,-2.6200,243416,25218424547
437,hig,73.4700,72.6100,73.9500,72.5600,-0.55,-0.4000,1216762,25209150990
438,alb,215.1000,214.1600,219.1800,213.9000,-0.42,-0.9000,743055,25045983945
439,srad,23.4600,22.5800,23.8900,22.5200,-3.83,-0.9000,833950,25041220000
440,cs,10.3700,10.2900,10.4550,10.2900,-0.58,-0.0600,2156252,25014372353
441,mga,81.1700,82.9100,84.3400,81.0000,-0.10,-0.0800,940084,24927389706
442,yumc,59.5300,59.1900,59.8400,58.9000,-0.19,-0.1100,1634721,24912154975
443,uri,342.5000,342.9100,349.5800,341.7300,0.10,0.3500,442995,24823302564
444,path,50.2800,48.0800,50.6300,48.0000,-6.42,-3.3000,8173657,24690777560
445,avtr,40.5300,40.4800,41.0196,40.3600,-0.25,-0.1000,1240969,24610736231
446,mdy,490.3800,487.2900,494.0700,487.2400,-0.53,-2.6100,695127,24506201982
447,czr,114.4400,114.7700,116.6699,113.5001,0.71,0.8100,1362911,24495317372
448,zi,61.7900,62.5300,63.2300,61.5600,0.32,0.2000,1152853,24494834129
449,beke,20.1000,20.5200,21.1800,19.9475,5.77,1.1200,16482921,24437220003
450,splk,148.7150,151.2000,153.1900,148.4510,0.20,0.3000,1372181,24425725262
451,ccep,54.2000,53.4000,54.3900,53.3600,0.00,0.0000,732536,24347614976
452,w,242.2600,234.2200,242.2600,233.9100,-3.28,-7.9500,963650,24335535761
453,alny,203.8700,204.5300,206.2273,202.4800,0.41,0.8300,221812,24307919058
454,imo,34.8700,34.3500,35.1400,34.3000,0.41,0.1400,119950,24202265566
455,upst,309.5100,310.9200,319.0000,305.2600,-0.10,-0.3100,2892737,24179448713
456,siri,6.0600,5.9600,6.0750,5.9300,-1.65,-0.1000,17103652,24140597999
457,ntrs,116.1700,115.7800,117.1200,115.6000,0.29,0.3300,725816,24127947975
458,foxa,42.3600,42.1000,42.6300,41.4800,-0.36,-0.1500,1967616,24102873627
459,cdw,175.6000,174.5700,176.4900,174.3700,-1.31,-2.3100,593371,24002583150
460,rci,47.2700,47.4100,47.4700,47.1000,0.06,0.0300,168461,23938509326
461,wmg,45.2300,46.1200,46.2690,45.1200,2.08,0.9400,744413,23723474156
462,bip,56.2800,55.8800,56.4400,55.8000,-0.69,-0.3900,157395,23479609784
463,hban,16.1200,15.8100,16.2300,15.8000,-1.19,-0.1900,11090937,23344372999
464,schf,38.8000,38.6400,38.9600,38.6200,-0.28,-0.1100,2248193,23341548688
465,cve,11.7400,11.4700,11.8299,11.4300,1.68,0.1900,10819166,23142349152
466,ix,95.8200,96.0400,96.6500,95.3800,1.07,1.0200,9395,23127050977
467,exr,170.3500,172.3800,172.4900,169.6559,0.77,1.3100,521912,23065706166
468,invh,38.5400,38.6200,38.7000,38.3500,0.26,0.1000,3555626,22963839011
469,vgk,65.9500,65.7100,66.2350,65.7100,-0.59,-0.3900,2919720,22946425219
470,vrsn,204.9300,204.8300,206.6300,204.4300,-0.54,-1.1100,377523,22915240725
471,dish,44.4300,43.2400,44.8000,43.2300,-2.85,-1.2700,1421211,22825930953
472,z,90.8600,89.9900,92.8300,89.7900,-1.15,-1.0500,2221264,22817519108
473,vmc,175.0000,171.8800,176.0990,171.7800,-2.03,-3.5600,531807,22804740875
474,zg,90.5100,89.7900,92.4100,89.6800,-0.97,-0.8800,330733,22766807965
475,hrl,41.8600,41.9200,42.1050,41.7100,0.55,0.2300,1600656,22743983990
476,tip,127.7500,127.7000,127.9200,127.6700,-0.06,-0.0800,2967976,22601868184
477,dov,157.6100,156.6700,158.8000,156.6700,-0.74,-1.1700,522550,22554359373
478,vv,204.6500,203.3900,205.9300,203.3900,-0.72,-1.4700,126558,22537631255
479,fox,39.0800,38.9000,39.3800,38.8800,-0.46,-0.1800,438849,22270826225
480,rcl,87.5100,87.3200,88.7200,86.5000,-0.47,-0.4100,2253283,22239898242
481,sdy,120.6600,119.9600,121.3400,119.9500,-0.46,-0.5600,198640,22175374223
482,maa,191.1700,191.0600,192.3200,189.4700,-0.06,-0.1200,279362,22166766297
483,dltr,98.8500,98.4500,99.6300,98.4002,-0.40,-0.4000,1638817,22142573404
484,tsco,195.2708,193.5300,196.8300,193.4500,-0.61,-1.1900,781937,22127900294
485,ste,220.0000,221.5400,222.0200,218.9000,0.93,2.0500,819966,22100595789
486,lyv,98.8700,98.0400,99.2100,97.4906,-0.31,-0.3000,1064250,21983410179
487,hal,24.4750,24.6800,25.4950,24.3100,3.09,0.7400,14863910,21977524254
488,ctlt,129.5100,128.5300,130.1850,128.4800,-1.39,-1.8100,344968,21960652508
489,vot,239.4900,238.4700,241.4590,238.3800,-0.54,-1.3000,56093,21943087951
490,rprx,35.5600,36.1300,36.2900,35.5450,1.80,0.6400,1167034,21937133500
491,sui,187.4800,188.6600,189.1100,186.4700,0.56,1.0500,391394,21866306390
492,mlm,357.4600,350.4900,359.8300,350.3400,-2.04,-7.3100,228089,21862631793
493,key,23.1500,22.8500,23.2900,22.8250,-0.52,-0.1200,5679949,21853056830
494,cnhi,16.3700,16.1200,16.4800,16.1100,-2.30,-0.3800,2324818,21830389180
495,ip,54.7500,55.7500,56.1500,54.7000,2.50,1.3600,2307393,21789029730
496,ares,77.8300,76.4900,78.1800,75.9800,-1.60,-1.2400,328814,21763880981
497,dte,114.2000,112.1500,114.2000,111.5700,-1.73,-1.9800,753366,21729237005
498,enph,154.7500,161.2600,165.4564,154.7500,4.47,6.9000,2146120,21709014066
499,ppl,28.3200,28.1900,28.4250,28.1300,-0.60,-0.1700,3557017,21695188206
500,rsp,153.2100,152.2600,154.1200,152.2300,-0.55,-0.8400,1408109,21566144465
501,gww,418.8400,413.8800,420.3900,413.6600,-0.81,-3.3600,171396,21552537358
502,ugic,103.1400,102.9100,103.1400,102.9100,-0.09,-0.0900,1227,21518161567
503,vtr,54.4900,54.6300,54.8600,54.0600,0.09,0.0500,998740,21495539687
504,ttm,27.6700,28.0600,28.4100,27.3400,6.49,1.7100,2850908,21487285423
505,mgm,44.3500,44.4200,45.2200,44.2450,-0.02,-0.0100,6068891,21405125990
506,xyl,121.0200,118.7900,121.4200,118.7100,-2.21,-2.6800,523914,21401562057
507,k,62.8900,62.7600,63.0400,62.5300,0.11,0.0700,1594989,21393563153
508,bio,719.8400,718.5000,726.1800,715.1100,-0.54,-3.9300,58998,21391580767
509,tru,113.2100,111.5800,113.4050,111.5000,-1.55,-1.7600,757861,21367570000
510,gib,87.2200,87.2900,87.9900,87.2200,-0.48,-0.4200,47034,21307196403
511,eix,57.1200,56.0900,57.2500,55.9500,-1.84,-1.0500,1732744,21297642175
512,pki,169.0500,168.5200,170.5900,168.4500,-0.85,-1.4500,869475,21267125921
513,discb,46.2200,42.0100,46.2200,42.0100,-7.81,-3.5600,5036,21246372992
514,ess,329.7300,326.2800,329.8900,323.3400,-0.10,-0.3300,125024,21219558133
515,mpwr,465.2700,460.8300,472.9600,460.1800,-1.68,-7.8900,177720,21161313600
516,iclr,265.5900,264.8600,268.1100,262.8850,-0.15,-0.4000,284269,21105677926
517,flt,262.3900,254.9700,262.4700,254.9200,-2.89,-7.5800,272483,21061568651
518,ir,50.8300,50.0700,51.1700,50.0600,-1.80,-0.9200,1379270,21037151086
519,fts,44.5100,44.5000,44.6800,44.3885,-0.49,-0.2200,129191,20970891911
520,mkc,79.0800,78.4200,79.9100,78.4000,-1.12,-0.8900,1008314,20963045721
521,kmx,130.0800,129.2800,130.7400,129.1350,-0.97,-1.2600,682688,20957996823
522,wat,341.9500,341.3800,346.0500,340.9300,-0.59,-2.0200,219183,20948237150
523,aee,82.2000,81.2700,82.2700,81.1200,-1.06,-0.8700,718416,20898349855
524,cern,70.8900,70.5900,71.3500,70.5800,-0.68,-0.4800,1858698,20865402327
525,rf,22.1100,21.8500,22.3850,21.8200,-0.77,-0.1700,5733427,20856683857
526,qual,133.9600,133.1800,134.7900,133.1800,-0.60,-0.8000,864204,20771636848
527,ulta,379.2000,380.8700,386.2600,378.6900,0.66,2.5000,564919,20703166162
528,xp,38.9100,37.0300,39.0000,37.0300,-7.79,-3.1300,7614045,20701953473
529,ixus,71.4800,71.0500,71.6750,71.0500,-0.35,-0.2500,2177306,20650520577
530,tdoc,130.8300,129.6100,133.3600,129.5100,-1.47,-1.9400,1878277,20640162831
531,etr,102.9200,102.6800,103.3700,101.8900,-0.49,-0.5100,1051226,20634014015
532,cfg,49.4400,48.3300,49.6600,48.3100,-1.47,-0.7200,3547706,20592598011
533,dvy,118.0700,116.9800,118.3400,116.9400,-0.65,-0.7600,236380,20576782000
534,crl,406.2400,407.7600,411.0800,404.9700,-0.34,-1.4000,185856,20549726586
535,fms,35.3900,35.0000,35.4000,35.0000,0.32,0.1100,479366,20508563880
536,ntap,91.4800,91.6900,92.3100,91.2700,0.20,0.1800,598420,20504581886
537,cqp,41.5900,42.3300,42.4600,41.3100,2.42,1.0000,144203,20488741126
538,rng,223.6100,222.7800,230.9300,221.3800,-1.40,-3.1600,734081,20386599805
539,chd,83.1400,83.0000,83.3550,82.7100,-0.18,-0.1500,568569,20380086181
540,pkx,67.4200,67.2900,68.6700,67.2600,-0.12,-0.0800,121771,20355378959
541,dt,70.5900,71.5300,72.5500,70.2900,0.41,0.2900,536527,20335002400
542,trmb,81.4900,80.3800,81.7800,80.3400,-1.89,-1.5500,740221,20225206999
543,podd,289.2900,293.2300,296.0600,288.1000,0.79,2.3100,147423,20195884900
544,tcom,32.4800,31.6500,32.6000,31.6300,-0.53,-0.1700,2418366,20175495439
545,pcg,10.4200,10.1500,10.5550,9.9700,-5.23,-0.5600,43837131,20150521437
546,agr,52.3500,52.0000,53.9500,51.4400,2.32,1.1800,2195905,20134637016
547,ive,149.3900,148.0100,149.9550,147.9700,-0.77,-1.1500,253791,20074433637
548,fang,112.0300,110.7300,114.1000,110.1201,0.76,0.8300,3252342,20048070443
549,clx,163.5100,162.1900,164.1090,162.0500,-0.79,-1.2900,642059,19925773301
550,coo,409.3500,404.0000,412.3100,403.7900,-1.61,-6.5900,214061,19918852360
551,ttwo,173.3200,170.7200,173.9200,169.7800,-1.71,-2.9700,1137328,19892008956
552,rjf,97.8500,96.5200,98.4000,96.5100,0.17,0.1600,525022,19862675230
553,dri,155.2000,153.0000,156.1200,152.9500,-1.02,-1.5800,693633,19857105459
554,clr,54.5100,53.8700,55.4800,53.5000,0.82,0.4400,1649790,19800056353
555,dkng,48.4800,48.8800,49.9300,48.3900,2.02,0.9700,10683183,19719268337
556,tdy,422.9400,422.4400,427.7025,421.3150,-0.04,-0.1900,141039,19688509424
557,expd,114.6400,115.4200,116.3400,114.4900,0.99,1.1300,857801,19608837456
558,qsr,62.6200,61.6700,62.7000,61.4800,-0.90,-0.5600,926295,19593340112
559,br,168.6600,168.3300,169.4784,167.6100,-0.36,-0.6100,552936,19569516065
560,mtb,154.6500,151.4800,155.2446,151.3100,-1.47,-2.2600,722323,19492117082
561,asan,103.7900,105.9000,108.1699,102.2500,0.43,0.4500,1194746,19475104039
562,fe,36.0200,35.7700,36.2500,35.6500,-1.24,-0.4500,3828765,19465806395
563,ui,308.5700,311.3500,314.3000,307.6455,0.94,2.9100,30772,19459170754
564,hpe,14.8500,14.8600,15.0800,14.8000,0.20,0.0300,7033568,19437623208
565,tyl,474.5000,475.8100,479.6200,473.0900,-0.02,-0.1000,91129,19433701960
566,tw,83.6700,82.6000,84.2170,82.4350,-1.28,-1.0700,348326,19227227307
567,fitbi,27.4800,27.3800,27.5412,27.3800,-0.26,-0.0700,23397,19153378833
568,dre,50.3700,50.6200,50.6700,49.9904,0.44,0.2200,682164,19151592009
569,cinf,120.3400,118.7600,122.5778,118.7200,-1.11,-1.3300,336153,19142078947
570,amc,36.8500,37.2500,38.6600,36.2982,0.16,0.0600,37351359,19121551440
571,owl,15.3500,15.2400,15.6400,15.2200,-0.72,-0.1100,660216,18943965231
572,ally,53.2850,52.4400,54.3269,52.3300,-1.06,-0.5600,2107463,18906809002
573,tech,479.7600,478.2100,483.0050,475.8200,-0.29,-1.4100,98409,18764153659
574,on,44.0400,43.3500,44.8500,43.3400,-2.54,-1.1300,4143534,18663571346
575,dna,10.4400,9.4700,10.4600,9.4400,-8.33,-0.8600,5234218,18536474000
576,stx,79.8500,81.6300,82.2150,79.7000,2.13,1.7000,2514381,18446131501
577,vici,29.2900,29.2900,29.5900,29.1400,0.21,0.0600,2432502,18421796003
578,pfg,69.2400,68.1200,69.7800,68.0802,-1.16,-0.8000,1022330,18283006909
579,lu,7.5600,7.4200,7.6400,7.3900,-1.46,-0.1100,3061536,18270274310
580,avy,207.2200,206.0100,208.8900,205.4555,-0.37,-0.7600,270109,17074725181
581,wpm,38.2200,37.8800,38.2600,37.6700,-0.86,-0.3300,1656110,17056284003
582,mkl,1265.7600,1239.7000,1274.3200,1239.0100,-2.06,-26.0600,46085,17014692825
583,bro,60.0900,60.2500,60.8650,59.9400,0.43,0.2600,939166,16966828437
584,ymm,16.8600,15.5800,17.4900,15.4400,-5.29,-0.8700,1789656,16917476037
585,wab,89.6800,89.3000,90.3800,89.2528,-0.41,-0.3700,758879,16880754238
586,shg,32.8700,32.6600,33.0300,32.6100,-0.49,-0.1600,79716,16871934009
587,nice,262.2600,266.2600,267.7200,262.0900,0.66,1.7400,171170,16806714880
588,akam,101.8800,102.2000,103.2500,101.8000,0.01,0.0100,849675,16641209954
589,entg,120.3400,122.5500,123.9250,120.3400,1.13,1.3700,521583,16617467620
590,bpypp,25.2800,25.1100,25.4100,25.1100,-0.36,-0.0900,30556,16593517333
591,tfx,363.5200,354.1400,364.3500,352.6000,-2.42,-8.7700,446031,16574155011
592,bbwi,63.4600,62.5200,64.2700,62.4800,-1.79,-1.1400,1438364,16528597021
593,ppd,47.0000,46.9000,47.0500,46.9000,-0.30,-0.1400,1129140,16476688695
594,vtrs,13.6400,13.6100,13.8650,13.5900,-0.15,-0.0200,5129149,16458443160
595,htht,49.7200,50.3500,51.1500,49.7200,2.71,1.3300,1682300,16451764720
596,coup,221.5400,221.6200,228.2200,220.0000,-1.04,-2.3200,437309,16413048882
597,lbtyk,29.2000,29.5100,30.1100,29.2000,0.68,0.2000,1300487,16394336923
598,lbtya,29.3000,29.3600,29.9600,29.2600,0.41,0.1200,491738,16311004136
